UID,abn,file_extension,filesize,image_link,index:0,index:1,index:2,index:3,index:4,index:5,index:6,index:7,industry,legal_name,link,linkdown,number_of_emps,reporting_period,state,title,
62004219738:2007-2008,62004219738,DOC, - 772.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Rio Tinto Services Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-48-00%20457424%20Public%20Version%20-%20EOWA%20Report%202008%20-%20Rio%20Tinto%20Services.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-48-00%20457424%20Public%20Version%20-%20EOWA%20Report%202008%20-%20Rio%20Tinto%20Services.doc,322,2007-2008,Victoria,Rio Tinto Services Limited,
62004219738:2008-2009,62004219738,DOC, - 211.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Rio Tinto Services Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2004-08-00%20485160%20Public%20Version%20-%20EOWA%20Report%202009%20-%20Rio%20Tinto%20Services%20word%20format%20%28final%29.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2004-08-00%20485160%20Public%20Version%20-%20EOWA%20Report%202009%20-%20Rio%20Tinto%20Services%20word%20format%20%28final%29.doc,341,2008-2009,Victoria,Rio Tinto Services Limited,
62095284469:2009-2010,62095284469,DOC, - 145 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Imerys Talc Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-00-00%20509840%20Public%20Version%20-%20Three%20Springs_Public_Report_Form_2010_Final.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-00-00%20509840%20Public%20Version%20-%20Three%20Springs_Public_Report_Form_2010_Final.doc,20,2009-2010,Western Australia,Imerys Talc Australia Pty Ltd,
62095284469:2010-2011,62095284469,DOC, - 151.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Imerys Talc Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-50-00%20530410%20Public%20Version%20-%20Three%20Springs_Public_Report_Form_2010.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-50-00%20530410%20Public%20Version%20-%20Three%20Springs_Public_Report_Form_2010.doc,22,2010-2011,Western Australia,Imerys Talc Australia Pty Ltd,
63001533777:2006-2007,63001533777,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-08-00%20428722%20Public%20Version%20-%20EOWA%20-%20Report%20-%20May%202007.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-08-00%20428722%20Public%20Version%20-%20EOWA%20-%20Report%20-%20May%202007.doc,251,2006-2007,New South Wales,Peak Gold Mines Pty Ltd,
63001533777:2007-2008,63001533777,DOC, - 129.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-55-00%20456609%20Public%20Version%20-%20EOWA%202008_Report_Form.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-55-00%20456609%20Public%20Version%20-%20EOWA%202008_Report_Form.doc,256,2007-2008,New South Wales,Peak Gold Mines Pty Ltd,
63001533777:2008-2009,63001533777,DOC, - 104 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-57-00%20481915%20Public%20Version%20-%202009_Public_Report_Form.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-57-00%20481915%20Public%20Version%20-%202009_Public_Report_Form.doc,296,2008-2009,New South Wales,Peak Gold Mines Pty Ltd,
63001533777:2009-2010,63001533777,DOC, - 101.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-08-00%20511560%20Public%20Version%20-%2020100616%20Public_Report_Form.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-08-00%20511560%20Public%20Version%20-%2020100616%20Public_Report_Form.doc,290,2009-2010,New South Wales,Peak Gold Mines Pty Ltd,
63001533777:2010-2011,63001533777,DOCX, - 39.29 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-10-00%20545297%20Public%20Version%20-%20Public_Report_Form.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-10-00%20545297%20Public%20Version%20-%20Public_Report_Form.docx,305,2010-2011,New South Wales,Peak Gold Mines Pty Ltd,
63001533777:2011-2012,63001533777,DOCX, - 47.63 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-24-00%20563428%20Public%20Version%20-%20Public_Report_Form.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-24-00%20563428%20Public%20Version%20-%20Public_Report_Form.docx,337,2011-2012,New South Wales,Peak Gold Mines Pty Ltd,
63001533777:2012-2013,63001533777,DOC, - 79 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-15%2002-33-00%20603867%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_link.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-15%2002-33-00%20603867%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_link.doc,373,2012-2013,New South Wales,Peak Gold Mines Pty Ltd,
63001533777:2013-2014,63001533777,PDF, - 118.91 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_vsfs0d8m9v.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_vsfs0d8m9v.pdf,329,2013-2014,NSW,Peak Gold Mines Pty Ltd,
63001533777:2014-2015,63001533777,PDF, - 138.75 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_k1drl4bzhw.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_k1drl4bzhw.pdf,356,2014-2015,NSW,Peak Gold Mines Pty Ltd,
63001533777:2015-2016,63001533777,PDF, - 346.92 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peak Gold Mines Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_lr0qmmzo7w.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_lr0qmmzo7w.pdf,296,2015-2016,NSW,Peak Gold Mines Pty Ltd,
63004410833:2006-2007,63004410833,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Arrium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-34-00%20430101%20Public%20Version%20-%20Public_Report_Form_2007.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-34-00%20430101%20Public%20Version%20-%20Public_Report_Form_2007.doc,6833,2006-2007,New South Wales,Arrium Limited,
63004410833:2007-2008,63004410833,DOC, - 114 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Arrium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-38-00%20458487%20Public%20Version%20-%20Public_Report_Form_2008.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-38-00%20458487%20Public%20Version%20-%20Public_Report_Form_2008.doc,10270,2007-2008,New South Wales,Arrium Limited,
63004410833:2008-2009,63004410833,DOC, - 160 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Arrium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-20-00%20477513%20Public%20Version%20-%20OneSteel%20Public_Report_Form%202009.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-20-00%20477513%20Public%20Version%20-%20OneSteel%20Public_Report_Form%202009.doc,10049,2008-2009,New South Wales,Arrium Limited,
63004410833:2009-2010,63004410833,DOC, - 100 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Arrium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-18-00%20507150%20Public%20Version%20-%20Public_Report_Form_2010.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-18-00%20507150%20Public%20Version%20-%20Public_Report_Form_2010.doc,9170,2009-2010,New South Wales,Arrium Limited,
63004410833:2010-2011,63004410833,DOC, - 131 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Arrium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-36-00%20535117%20Public%20Version%20-%20EOWA%20Report_2011.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-36-00%20535117%20Public%20Version%20-%20EOWA%20Report_2011.doc,9346,2010-2011,New South Wales,Arrium Limited,
63004410833:2011-2012,63004410833,DOC, - 135 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Arrium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-22-00%20562682%20Public%20Version%20-%20OneSteel%20EOWA%20Report%2011-12.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-22-00%20562682%20Public%20Version%20-%20OneSteel%20EOWA%20Report%2011-12.doc,8784,2011-2012,New South Wales,Arrium Limited,
63004410833:2012-2013,63004410833,DOC, - 75 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Arrium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-15%2012-19-00%20621137%20Public%20Version%20-%20Updated%2029072013%20Public%20Report%20Form%202012-2013%20Arrium.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-15%2012-19-00%20621137%20Public%20Version%20-%20Updated%2029072013%20Public%20Report%20Form%202012-2013%20Arrium.doc,8505,2012-2013,New South Wales,Arrium Limited,
63004410833:2013-2014,63004410833,PDF, - 136.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Arrium Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_tjztdrjgcp.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_tjztdrjgcp.pdf,7473,2013-2014,NSW,Arrium Limited,
63005482986:2009-2010,63005482986,DOC, - 471 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Woodside Energy Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2011-01-07%2005-53-00%20512175%20Public%20Version%20-%20DRIMS-%235514273-v2-EOWA_2010_Waiving_Application.DOC,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2011-01-07%2005-53-00%20512175%20Public%20Version%20-%20DRIMS-%235514273-v2-EOWA_2010_Waiving_Application.DOC,3262,2009-2010,Western Australia,Woodside Energy Ltd.,
63005482986:2010-2011,63005482986,DOC, - 266.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Woodside Energy Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-05-00%20542426%20Public%20Version%20-%20DRIMS-%237382992-v1-2011_EOWA_Report.DOC,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-05-00%20542426%20Public%20Version%20-%20DRIMS-%237382992-v1-2011_EOWA_Report.DOC,3413,2010-2011,Western Australia,Woodside Energy Ltd.,
63005482986:2011-2012,63005482986,DOC, - 253.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Woodside Energy Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-29-00%20568450%20Public%20Version%20-%20DRIMS-%238221699-v5-EOWA_Woodside_Report_2011-2012.DOC,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-29-00%20568450%20Public%20Version%20-%20DRIMS-%238221699-v5-EOWA_Woodside_Report_2011-2012.DOC,3826,2011-2012,Western Australia,Woodside Energy Ltd.,
63005482986:2012-2013,63005482986,DOC, - 73.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Woodside Energy Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2011-41-00%20610043%20Public%20Version%20-%20DRIMS-%238737050-v1-HR_REPORTING_-_2012_13_EOWA_%28WEGA%29_REPORT_WORD_DOC_-_2013.DOC,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2011-41-00%20610043%20Public%20Version%20-%20DRIMS-%238737050-v1-HR_REPORTING_-_2012_13_EOWA_%28WEGA%29_REPORT_WORD_DOC_-_2013.DOC,3955,2012-2013,Western Australia,Woodside Energy Ltd.,
63005482986:2013-2014,63005482986,PDF, - 147.14 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Woodside Energy Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_gvehwlme0h.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_gvehwlme0h.pdf,3786,2013-2014,WA,Woodside Energy Ltd.,
63005482986:2014-2015,63005482986,PDF, - 152.16 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Woodside Energy Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_h6wftpayfg.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_h6wftpayfg.pdf,3632,2014-2015,WA,Woodside Energy Ltd.,
63005482986:2015-2016,63005482986,PDF, - 370.94 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Woodside Energy Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_wg3d4wja7n.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_wg3d4wja7n.pdf,3403,2015-2016,WA,Woodside Energy Ltd.,
63008434562:2006-2007,63008434562,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2010-01-00%20431369%20Public%20Version%20-%20Big%20Ben%20holdings%20EOWA%20%20May%202007.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2010-01-00%20431369%20Public%20Version%20-%20Big%20Ben%20holdings%20EOWA%20%20May%202007.doc,310,2006-2007,New South Wales,Big Ben Holdings Pty Limited,
63008434562:2007-2008,63008434562,DOC, - 139 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-12-00%20452988%20Public%20Version%20-%20Big%20Ben%20holdings%20EOWA%20%20May%202008.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-12-00%20452988%20Public%20Version%20-%20Big%20Ben%20holdings%20EOWA%20%20May%202008.doc,311,2007-2008,New South Wales,Big Ben Holdings Pty Limited,
63008434562:2008-2009,63008434562,DOC, - 227.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-21-00%20477566%20Public%20Version%20-%20EOWA%20Public_Report%20-%20Big%20Ben.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-21-00%20477566%20Public%20Version%20-%20EOWA%20Public_Report%20-%20Big%20Ben.doc,422,2008-2009,New South Wales,Big Ben Holdings Pty Limited,
63008434562:2009-2010,63008434562,DOC, - 121.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2004-45-00%20503631%20Public%20Version%20-%20EOWA%202010%20report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2004-45-00%20503631%20Public%20Version%20-%20EOWA%202010%20report.doc,443,2009-2010,New South Wales,Big Ben Holdings Pty Limited,
63008434562:2010-2011,63008434562,DOC, - 121.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-59-00%20531842%20Public%20Version%20-%20EOWA%20report%20May%2C%202011.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-59-00%20531842%20Public%20Version%20-%20EOWA%20report%20May%2C%202011.doc,456,2010-2011,New South Wales,Big Ben Holdings Pty Limited,
63008434562:2011-2012,63008434562,DOC, - 148 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-17-00%20558253%20Public%20Version%20-%20EOWA%20report%20May%2C%202012.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-17-00%20558253%20Public%20Version%20-%20EOWA%20report%20May%2C%202012.doc,460,2011-2012,New South Wales,Big Ben Holdings Pty Limited,
63008434562:2012-2013,63008434562,DOC, - 76.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-09%2001-48-00%20609993%20Public%20Version%20-%20WGEA%20%28%20EOWA%20%29%20Report_Form%20May%202013.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-09%2001-48-00%20609993%20Public%20Version%20-%20WGEA%20%28%20EOWA%20%29%20Report_Form%20May%202013.doc,463,2012-2013,New South Wales,Big Ben Holdings Pty Limited,
63008434562:2013-2014,63008434562,PDF, - 134.6 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_nyo26ozvvo.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_nyo26ozvvo.pdf,510,2013-2014,NSW,Big Ben Holdings Pty Limited,
63008434562:2014-2015,63008434562,PDF, - 141.91 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_a5eatxihd2.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_a5eatxihd2.pdf,489,2014-2015,NSW,Big Ben Holdings Pty Limited,
63008434562:2015-2016,63008434562,PDF, - 355.04 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Big Ben Holdings Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_yabvt8gssk.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_yabvt8gssk.pdf,472,2015-2016,NSW,Big Ben Holdings Pty Limited,
63110396168:2012-2013,63110396168,DOC, - 75.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Atlas Iron Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-01%2011-22-00%20606330%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_0.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-01%2011-22-00%20606330%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_0.doc,314,2012-2013,Western Australia,Atlas Iron Limited,
63110396168:2013-2014,63110396168,PDF, - 138.84 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Atlas Iron Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_uzssgzlfoi.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_uzssgzlfoi.pdf,394,2013-2014,WA,Atlas Iron Limited,
63110396168:2014-2015,63110396168,PDF, - 153.84 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Atlas Iron Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_rpm32jow1j.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_rpm32jow1j.pdf,141,2014-2015,WA,Atlas Iron Limited,
63110396168:2015-2016,63110396168,PDF, - 354.66 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Atlas Iron Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_2cpdgqsyzk.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_2cpdgqsyzk.pdf,102,2015-2016,WA,Atlas Iron Limited,
